Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs
Q3ZBH0	reviewed	TCPB_BOVIN	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	CCT2	Bos taurus (Bovine)	535	binding of sperm to zona pellucida [GO:0007339]; chaperone mediated protein folding independent of cofactor [GO:0051086]; chaperone-mediated protein complex assembly [GO:0051131]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; scaRNA localization to Cajal body [GO:0090666]; toxin transport [GO:1901998]	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; binding of sperm to zona pellucida [GO:0007339]; chaperone mediated protein folding independent of cofactor [GO:0051086]; chaperone-mediated protein complex assembly [GO:0051131]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; scaRNA localization to Cajal body [GO:0090666]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]	GO:0002199; GO:0005524; GO:0005832; GO:0005874; GO:0006457; GO:0007339; GO:0016887; GO:0031625; GO:0032212; GO:0044297; GO:0050821; GO:0051082; GO:0051086; GO:0051131; GO:0051973; GO:0090666; GO:0140662; GO:1901998; GO:1904851; GO:1904874
Q7T3H1	reviewed	DCTN2_DANRE	Dynactin subunit 2	dctn2	Danio rerio (Zebrafish) (Brachydanio rerio)	405	auditory receptor cell development [GO:0060117]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; eye photoreceptor cell differentiation [GO:0001754]; glial cell differentiation [GO:0010001]; mitotic spindle organization [GO:0007052]; nuclear migration [GO:0007097]; P granule organization [GO:0030719]; photoreceptor cell maintenance [GO:0045494]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; membrane [GO:0016020]; microtubule [GO:0005874]; vesicle [GO:0031982]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; membrane [GO:0016020]; microtubule [GO:0005874]; vesicle [GO:0031982]; auditory receptor cell development [GO:0060117]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; eye photoreceptor cell differentiation [GO:0001754]; glial cell differentiation [GO:0010001]; mitotic spindle organization [GO:0007052]; nuclear migration [GO:0007097]; P granule organization [GO:0030719]; photoreceptor cell maintenance [GO:0045494]		GO:0001754; GO:0005737; GO:0005813; GO:0005869; GO:0005874; GO:0007052; GO:0007097; GO:0010001; GO:0016020; GO:0030286; GO:0030719; GO:0031982; GO:0035088; GO:0045494; GO:0060117
Q9CQN1	reviewed	TRAP1_MOUSE	Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)	Trap1 Hsp75	Mus musculus (Mouse)	706	negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]	cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]	GO:0003723; GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006457; GO:0009386; GO:0016887; GO:0019901; GO:0051082; GO:0071944; GO:0140662; GO:1901856; GO:1903751
Q9QUR6	reviewed	PPCE_MOUSE	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	Prep Pep	Mus musculus (Mouse)	710	protein catabolic process [GO:0030163]; protein metabolic process [GO:0019538]; proteolysis [GO:0006508]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; endopeptidase activity [GO:0004175]; oligopeptidase activity [GO:0070012]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; protein catabolic process [GO:0030163]; protein metabolic process [GO:0019538]; proteolysis [GO:0006508]	endopeptidase activity [GO:0004175]; oligopeptidase activity [GO:0070012]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]	GO:0004175; GO:0004252; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0019538; GO:0030163; GO:0042277; GO:0070012
P62912	reviewed	RL32_RAT	Large ribosomal subunit protein eL32 (60S ribosomal protein L32)	Rpl32	Rattus norvegicus (Rat)	135	cellular response to dexamethasone stimulus [GO:0071549]; cytoplasmic translation [GO:0002181]; liver regeneration [GO:0097421]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]; structural constituent of ribosome [GO:0003735]; cellular response to dexamethasone stimulus [GO:0071549]; cytoplasmic translation [GO:0002181]; liver regeneration [GO:0097421]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0022625; GO:0022626; GO:0042788; GO:0045202; GO:0071549; GO:0097421
P83732	reviewed	RL24_RAT	Large ribosomal subunit protein eL24 (60S ribosomal protein L24) (L30)	Rpl24	Rattus norvegicus (Rat)	157	cytoplasmic translation [GO:0002181]; exit from mitosis [GO:0010458]; optic nerve development [GO:0021554]; retina development in camera-type eye [GO:0060041]; retinal ganglion cell axon guidance [GO:0031290]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]	cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; exit from mitosis [GO:0010458]; optic nerve development [GO:0021554]; retina development in camera-type eye [GO:0060041]; retinal ganglion cell axon guidance [GO:0031290]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0002181; GO:0003729; GO:0003735; GO:0005737; GO:0006412; GO:0010458; GO:0021554; GO:0022625; GO:0022626; GO:0031290; GO:0042788; GO:0045202; GO:0060041
Q3T0K2	reviewed	TCPG_BOVIN	T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma)	CCT3	Bos taurus (Bovine)	545	binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein folding [GO:0061077]; pore complex assembly [GO:0046931]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; toxin transport [GO:1901998]	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]	cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]; binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein folding [GO:0061077]; pore complex assembly [GO:0046931]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; toxin transport [GO:1901998]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	GO:0002199; GO:0005524; GO:0005832; GO:0005874; GO:0006457; GO:0007339; GO:0016887; GO:0032212; GO:0044297; GO:0046931; GO:0050821; GO:0051082; GO:0061077; GO:0140662; GO:1901998; GO:1904851
Q66H61	reviewed	SYQ_RAT	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	Qars1 Qars	Rattus norvegicus (Rat)	775	brain development [GO:0007420]; glutaminyl-tRNA aminoacylation [GO:0006425]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of stress-activated MAPK cascade [GO:0032873]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]; brain development [GO:0007420]; glutaminyl-tRNA aminoacylation [GO:0006425]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of stress-activated MAPK cascade [GO:0032873]	ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]	GO:0004819; GO:0004860; GO:0005524; GO:0005737; GO:0005829; GO:0006425; GO:0006469; GO:0007420; GO:0017101; GO:0019901; GO:0032873; GO:0032991; GO:0045892; GO:2001234
Q63569	reviewed	PRS6A_RAT	26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Spermatogenic cell/sperm-associated Tat-binding protein homolog SATA) (Tat-binding protein 1) (TBP-1)	Psmc3 Tbp1	Rattus norvegicus (Rat)	439	blastocyst development [GO:0001824]; modulation by host of viral transcription [GO:0043921]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; proteasome-activating activity [GO:0036402]; blastocyst development [GO:0001824]; modulation by host of viral transcription [GO:0043921]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; proteasome-activating activity [GO:0036402]	GO:0000502; GO:0000932; GO:0001824; GO:0005524; GO:0005634; GO:0005737; GO:0008540; GO:0016887; GO:0022624; GO:0036402; GO:0042802; GO:0043161; GO:0043921; GO:0045944; GO:0048471
Q7SXP0	reviewed	S22BB_DANRE	Vesicle-trafficking protein SEC22b-B (SEC22 vesicle-trafficking protein homolog B-B)	sec22bb sec22l1b	Danio rerio (Zebrafish) (Brachydanio rerio)	215	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; SNARE complex [GO:0031201]	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]	SNAP receptor activity [GO:0005484]	GO:0000139; GO:0005484; GO:0005789; GO:0005793; GO:0006888; GO:0006890; GO:0012507; GO:0015031; GO:0031201; GO:0033116; GO:0042470; GO:0048280
Q8VDS8	reviewed	STX18_MOUSE	Syntaxin-18	Stx18	Mus musculus (Mouse)	334	endoplasmic reticulum membrane organization [GO:0090158]; intracellular protein transport [GO:0006886]; positive regulation of ER to Golgi vesicle-mediated transport [GO:1902953]; positive regulation of organelle assembly [GO:1902117]; regulation of Golgi organization [GO:1903358]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; SNARE complex [GO:0031201]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; SNARE complex [GO:0031201]; protein domain specific binding [GO:0019904]; SNAP receptor activity [GO:0005484]; endoplasmic reticulum membrane organization [GO:0090158]; intracellular protein transport [GO:0006886]; positive regulation of ER to Golgi vesicle-mediated transport [GO:1902953]; positive regulation of organelle assembly [GO:1902117]; regulation of Golgi organization [GO:1903358]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	protein domain specific binding [GO:0019904]; SNAP receptor activity [GO:0005484]	GO:0000139; GO:0005484; GO:0005783; GO:0005789; GO:0006886; GO:0006890; GO:0019904; GO:0031201; GO:0090158; GO:1902117; GO:1902953; GO:1903358
